## {'coords': 'spherical', 'metric': 'Euclidean', 'sep_units': 'arcmin', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       xip          xim         xip_im       xim_im     sigma_xip    sigma_xim      weight       npairs   
  1.1694e-01   1.1930e-01  -2.1301e+00   7.9320e-06   8.6204e-07   4.2483e-07  -4.6049e-07   2.6524e-07   2.6524e-07   3.6894e+07   3.6894e+07
  1.5991e-01   1.6316e-01  -1.8170e+00   6.8864e-06  -1.4865e-07   2.6231e-07  -6.2700e-07   1.9414e-07   1.9414e-07   6.8866e+07   6.8866e+07
  2.1867e-01   2.2309e-01  -1.5041e+00   6.5873e-06   8.8583e-10   7.1097e-09  -2.6012e-07   1.4248e-07   1.4248e-07   1.2786e+08   1.2786e+08
  2.9903e-01   3.0506e-01  -1.1912e+00   6.1726e-06  -5.3908e-08  -8.1380e-08  -1.2798e-07   1.0467e-07   1.0467e-07   2.3692e+08   2.3692e+08
  4.0891e-01   4.1714e-01  -8.7821e-01   6.0483e-06  -5.0985e-08  -2.3503e-08   3.3332e-08   7.6810e-08   7.6810e-08   4.3994e+08   4.3994e+08
  5.5917e-01   5.7040e-01  -5.6525e-01   5.3994e-06   1.3632e-07  -1.3904e-07   2.8675e-08   5.6343e-08   5.6343e-08   8.1761e+08   8.1761e+08
  7.6465e-01   7.7990e-01  -2.5236e-01   4.9186e-06   3.3624e-08  -1.4719e-07   8.6655e-08   4.1393e-08   4.1393e-08   1.5149e+09   1.5149e+09
  1.0456e+00   1.0664e+00   6.0526e-02   4.3562e-06   4.9603e-09  -3.2436e-08  -2.2374e-08   3.0431e-08   3.0431e-08   2.8029e+09   2.8029e+09
  1.4299e+00   1.4581e+00   3.7340e-01   3.8340e-06   7.7607e-08  -5.5760e-08  -4.3097e-08   2.2419e-08   2.2419e-08   5.1641e+09   5.1641e+09
  1.9553e+00   1.9938e+00   6.8632e-01   3.0598e-06   4.3189e-08  -6.0798e-08  -1.2876e-08   1.6531e-08   1.6531e-08   9.4977e+09   9.4977e+09
  2.6738e+00   2.7266e+00   9.9934e-01   2.1840e-06   9.5693e-08  -9.0122e-08   2.7176e-09   1.2187e-08   1.2187e-08   1.7475e+10   1.7475e+10
  3.6564e+00   3.7283e+00   1.3122e+00   1.3642e-06   1.0187e-07  -5.9709e-08  -1.4174e-09   8.9829e-09   8.9829e-09   3.2166e+10   3.2166e+10
  5.0000e+00   5.0980e+00   1.6251e+00   8.4131e-07   1.7316e-07  -3.0141e-08  -5.6106e-09   6.6344e-09   6.6344e-09   5.8970e+10   5.8970e+10
  6.8373e+00   6.9706e+00   1.9380e+00   7.7273e-07   1.4272e-07   4.1282e-09   1.4435e-08   4.9069e-09   4.9069e-09   1.0780e+11   1.0780e+11
  9.3499e+00   9.5373e+00   2.2515e+00   8.8174e-07   8.0373e-08  -6.5521e-09   1.9533e-08   3.6151e-09   3.6151e-09   1.9860e+11   1.9860e+11
  1.2786e+01   1.3028e+01   2.5633e+00   8.2436e-07   1.2113e-08  -1.4101e-08  -7.9970e-09   2.6841e-09   2.6841e-09   3.6027e+11   3.6027e+11
  1.7484e+01   1.7817e+01   2.8764e+00   5.9496e-07   5.6534e-09  -2.9028e-09   5.1290e-09   2.0127e-09   2.0127e-09   6.4071e+11   6.4071e+11
  2.3909e+01   2.4338e+01   3.1883e+00   4.0411e-07   8.7893e-09   9.9761e-10   3.9733e-09   1.5183e-09   1.5183e-09   1.1259e+12   1.1259e+12
  3.2695e+01   3.3259e+01   3.5006e+00   2.5654e-07   1.5091e-09   1.0327e-09  -1.7089e-09   1.1613e-09   1.1613e-09   1.9247e+12   1.9247e+12
  4.4709e+01   4.5425e+01   3.8123e+00   1.8628e-07   7.4177e-10  -8.0538e-10  -2.2222e-09   9.0805e-10   9.0805e-10   3.1478e+12   3.1478e+12
  6.1138e+01   6.2005e+01   4.1234e+00   1.7489e-07  -1.0813e-08  -1.7831e-09   4.0185e-09   7.3340e-10   7.3340e-10   4.8256e+12   4.8256e+12
  8.3604e+01   8.4661e+01   4.4348e+00   1.8296e-07  -2.4978e-08  -1.7801e-08   1.2511e-08   6.1294e-10   6.1294e-10   6.9088e+12   6.9088e+12
  1.1433e+02   1.1650e+02   4.7540e+00   1.7614e-07   3.3330e-08   3.1271e-08  -3.2079e-08   4.9615e-10   4.9615e-10   1.0544e+13   1.0544e+13
  1.5634e+02   1.5884e+02   5.0641e+00   1.1370e-07   4.3841e-09   9.4589e-09  -7.0352e-09   3.7534e-10   3.7534e-10   1.8424e+13   1.8424e+13
  2.1379e+02   2.1692e+02   5.3756e+00   1.0426e-07  -4.9288e-09   1.9084e-08   1.2239e-09   3.0895e-10   3.0895e-10   2.7193e+13   2.7193e+13
