## {'coords': 'spherical', 'metric': 'Euclidean', 'sep_units': 'arcmin', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       xip          xim         xip_im       xim_im     sigma_xip    sigma_xim      weight       npairs   
  1.1694e-01   1.1913e-01  -2.1316e+00   2.5482e-03   4.3374e-05  -5.1329e-06  -4.0947e-05   1.2286e-06   1.2286e-06   3.9541e+06   3.9541e+06
  1.5991e-01   1.6293e-01  -1.8184e+00   2.6624e-03   3.1513e-06  -1.8176e-06  -5.9827e-05   8.9714e-07   8.9714e-07   7.4153e+06   7.4153e+06
  2.1867e-01   2.2274e-01  -1.5057e+00   2.6677e-03   3.0887e-05   5.6324e-07   2.4736e-05   6.5301e-07   6.5301e-07   1.3996e+07   1.3996e+07
  2.9903e-01   3.0578e-01  -1.1888e+00   2.6775e-03  -1.9192e-05  -1.7686e-06   1.5405e-05   4.7797e-07   4.7797e-07   2.6124e+07   2.6124e+07
  4.0891e-01   4.1672e-01  -8.7927e-01   2.6533e-03  -4.2959e-05  -4.1951e-06  -2.6456e-05   3.5149e-07   3.5149e-07   4.8309e+07   4.8309e+07
  5.5917e-01   5.7036e-01  -5.6534e-01   2.6442e-03   1.6676e-06  -4.7496e-06  -2.2892e-06   2.5905e-07   2.5905e-07   8.8936e+07   8.8936e+07
  7.6465e-01   7.7901e-01  -2.5353e-01   2.6627e-03  -1.6618e-05  -8.1362e-06   9.3508e-07   1.9173e-07   1.9173e-07   1.6235e+08   1.6235e+08
  1.0456e+00   1.0658e+00   5.9963e-02   2.6597e-03  -3.3639e-06  -1.0216e-05   1.9586e-06   1.4278e-07   1.4278e-07   2.9274e+08   2.9274e+08
  1.4299e+00   1.4580e+00   3.7336e-01   2.6402e-03  -2.2266e-05  -1.0827e-05   1.4292e-05   1.0604e-07   1.0604e-07   5.3072e+08   5.3072e+08
  1.9553e+00   1.9936e+00   6.8630e-01   2.6112e-03  -1.3365e-05  -1.1947e-05   9.0555e-06   7.8398e-08   7.8398e-08   9.7104e+08   9.7104e+08
  2.6738e+00   2.7259e+00   9.9914e-01   2.5725e-03  -1.2821e-05  -1.5004e-05   9.1726e-06   5.7847e-08   5.7847e-08   1.7835e+09   1.7835e+09
  3.6564e+00   3.7274e+00   1.3120e+00   2.5256e-03  -1.0543e-05  -1.8893e-05   1.0672e-05   4.2849e-08   4.2849e-08   3.2506e+09   3.2506e+09
  5.0000e+00   5.0965e+00   1.6249e+00   2.4598e-03  -6.7378e-06  -2.4238e-05   1.1951e-05   3.1771e-08   3.1771e-08   5.9126e+09   5.9126e+09
  6.8373e+00   6.9697e+00   1.9379e+00   2.3737e-03  -2.1484e-06  -2.9930e-05   9.2464e-06   2.3588e-08   2.3588e-08   1.0727e+10   1.0727e+10
  9.3499e+00   9.5426e+00   2.2521e+00   2.2694e-03   1.2556e-06  -3.5621e-05   1.2110e-05   1.7390e-08   1.7390e-08   1.9736e+10   1.9736e+10
  1.2786e+01   1.3024e+01   2.5631e+00   2.1504e-03   2.9231e-05  -4.5468e-05  -8.3818e-07   1.2951e-08   1.2951e-08   3.5581e+10   3.5581e+10
  1.7484e+01   1.7817e+01   2.8764e+00   1.9513e-03   4.0603e-05  -4.1500e-05   1.9251e-06   9.7648e-09   9.7648e-09   6.2592e+10   6.2592e+10
  2.3909e+01   2.4322e+01   3.1876e+00   1.7220e-03   7.4399e-05  -1.8702e-05   1.2049e-06   7.4151e-09   7.4151e-09   1.0854e+11   1.0854e+11
  3.2695e+01   3.3237e+01   3.4999e+00   1.4306e-03   1.2228e-04   3.2897e-05   3.5705e-06   5.7311e-09   5.7311e-09   1.8171e+11   1.8171e+11
  4.4709e+01   4.5369e+01   3.8111e+00   1.1095e-03   1.9590e-04   1.1403e-04   1.3835e-05   4.5597e-09   4.5597e-09   2.8706e+11   2.8706e+11
  6.1138e+01   6.1852e+01   4.1210e+00   8.1424e-04   3.1104e-04   2.1444e-04   3.8246e-05   3.8146e-09   3.8146e-09   4.1016e+11   4.1016e+11
  8.3604e+01   8.4111e+01   4.4283e+00   8.4610e-04   5.2022e-04   3.2535e-04   7.7699e-05   3.4649e-09   3.4649e-09   4.9713e+11   4.9713e+11
  1.1433e+02   1.1581e+02   4.7480e+00   9.3614e-04   7.8672e-05   4.9677e-04   1.2400e-04   3.2614e-09   3.2614e-09   5.6110e+11   5.6110e+11
  1.5634e+02   1.5819e+02   5.0600e+00   6.5694e-04  -3.7673e-04   3.9316e-04  -3.8044e-05   2.6334e-09   2.6334e-09   8.6060e+11   8.6060e+11
  2.1379e+02   2.1442e+02   5.3641e+00   3.5565e-04  -1.2828e-04   8.6163e-05  -1.3583e-04   2.5112e-09   2.5112e-09   9.4643e+11   9.4643e+11
