## {'coords': 'spherical', 'metric': 'Euclidean', 'sep_units': 'arcmin', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       xip          xim         xip_im       xim_im     sigma_xip    sigma_xim      weight       npairs   
  1.1694e-01   1.1930e-01  -2.1299e+00   1.5515e-05  -2.1805e-06  -2.5058e-06   2.2716e-06   7.1726e-08   7.1726e-08   3.3836e+08   3.3836e+08
  1.5991e-01   1.6266e-01  -1.8201e+00   1.3511e-05   8.7316e-07   1.6229e-06   1.0506e-06   5.2211e-08   5.2211e-08   6.3859e+08   6.3859e+08
  2.1867e-01   2.2328e-01  -1.5034e+00   6.9469e-06  -7.0534e-07  -1.5827e-09   4.7632e-07   3.7654e-08   3.7654e-08   1.2278e+09   1.2278e+09
  2.9903e-01   3.0568e-01  -1.1892e+00   8.8700e-06   5.5639e-08  -2.5238e-07   6.5712e-07   2.7784e-08   2.7784e-08   2.2550e+09   2.2550e+09
  4.0891e-01   4.1635e-01  -8.8021e-01   1.2059e-05  -1.1809e-06   3.9921e-07   6.3547e-07   2.0454e-08   2.0454e-08   4.1607e+09   4.1607e+09
  5.5917e-01   5.7028e-01  -5.6558e-01   1.0952e-05   1.0508e-06  -5.6776e-07  -1.9038e-07   1.5088e-08   1.5088e-08   7.6466e+09   7.6466e+09
  7.6465e-01   7.7921e-01  -2.5336e-01   1.0384e-05   5.3714e-07  -3.5988e-08   7.5064e-07   1.1086e-08   1.1086e-08   1.4165e+10   1.4165e+10
  1.0456e+00   1.0660e+00   6.0046e-02   9.5629e-06  -1.6912e-07  -2.0312e-07   7.9183e-08   8.2692e-09   8.2692e-09   2.5457e+10   2.5457e+10
  1.4299e+00   1.4595e+00   3.7427e-01   9.2085e-06   3.8701e-07  -1.7263e-07   2.5960e-08   6.1292e-09   6.1292e-09   4.6337e+10   4.6337e+10
  1.9553e+00   1.9932e+00   6.8597e-01   8.3864e-06   1.0274e-09   3.1724e-08  -3.0125e-08   4.5387e-09   4.5387e-09   8.4505e+10   8.4505e+10
  2.6738e+00   2.7260e+00   9.9906e-01   8.0972e-06   1.3444e-07  -2.5585e-07  -1.1693e-08   3.3539e-09   3.3539e-09   1.5475e+11   1.5475e+11
  3.6564e+00   3.7284e+00   1.3122e+00   7.1147e-06   1.3010e-07  -1.0287e-07  -1.5260e-07   2.4883e-09   2.4883e-09   2.8115e+11   2.8115e+11
  5.0000e+00   5.0963e+00   1.6247e+00   6.1233e-06   1.9119e-07  -5.1118e-08  -2.0658e-09   1.8445e-09   1.8445e-09   5.1166e+11   5.1166e+11
  6.8373e+00   6.9686e+00   1.9376e+00   6.2093e-06   7.8671e-08  -3.8297e-08   2.2045e-08   1.3713e-09   1.3713e-09   9.2576e+11   9.2576e+11
  9.3499e+00   9.5436e+00   2.2521e+00   6.4011e-06   4.9304e-08  -1.7807e-08   6.5324e-08   1.0119e-09   1.0119e-09   1.7001e+12   1.7001e+12
  1.2786e+01   1.3024e+01   2.5630e+00   6.3451e-06   1.2075e-07  -8.7963e-08   9.6445e-09   7.5382e-10   7.5382e-10   3.0634e+12   3.0634e+12
  1.7484e+01   1.7814e+01   2.8762e+00   6.2167e-06   5.0213e-08  -1.2691e-07   5.3729e-08   5.6947e-10   5.6947e-10   5.3679e+12   5.3679e+12
  2.3909e+01   2.4314e+01   3.1873e+00   6.0859e-06   3.2878e-08  -1.5522e-07   1.0174e-07   4.3433e-10   4.3433e-10   9.2279e+12   9.2279e+12
  3.2695e+01   3.3213e+01   3.4992e+00   5.9113e-06  -3.1483e-08  -1.5839e-07  -1.1037e-08   3.3872e-10   3.3872e-10   1.5172e+13   1.5172e+13
  4.4709e+01   4.5305e+01   3.8096e+00   5.7161e-06   1.3426e-08  -1.8018e-07  -3.0942e-08   2.7504e-10   2.7504e-10   2.3012e+13   2.3012e+13
  6.1138e+01   6.1607e+01   4.1170e+00   5.3340e-06  -5.4362e-09  -2.1021e-07  -1.2051e-07   2.4189e-10   2.4189e-10   2.9752e+13   2.9752e+13
  8.3604e+01   8.2839e+01   4.4132e+00   4.6407e-06   4.1344e-08  -5.7592e-07   8.1879e-08   2.5660e-10   2.5660e-10   2.6437e+13   2.6437e+13
  1.1433e+02   1.0691e+02   4.6695e+00   2.6261e-06   4.7154e-07  -6.7073e-07   1.8905e-07   5.1189e-10   5.1189e-10   6.6433e+12   6.6433e+12
  1.5634e+02   1.5752e+02   5.0558e+00  -1.2900e-07   1.9670e-08   3.5640e-07  -7.2543e-08   9.8033e-10   9.8033e-10   1.8113e+12   1.8113e+12
  2.1379e+02   2.1480e+02   5.3657e+00  -6.1106e-08   6.3831e-08   2.2340e-07  -1.4488e-07   9.8893e-10   9.8893e-10   1.7800e+12   1.7800e+12
