## {'coords': 'spherical', 'metric': 'Euclidean', 'sep_units': 'arcmin', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       xip          xim         xip_im       xim_im     sigma_xip    sigma_xim      weight       npairs   
  1.1694e-01   1.1945e-01  -2.1288e+00  -1.7060e-05   1.2266e-06   2.1460e-06   4.0086e-07   5.8828e-07   5.8828e-07   3.0827e+06   3.0827e+06
  1.5991e-01   1.6316e-01  -1.8170e+00  -2.1204e-05   8.6897e-07   2.6778e-06  -2.4017e-07   4.2635e-07   4.2635e-07   5.8692e+06   5.8692e+06
  2.1867e-01   2.2300e-01  -1.5045e+00  -2.1932e-05  -2.2025e-07   2.1936e-06   3.6232e-07   3.1395e-07   3.1395e-07   1.0824e+07   1.0824e+07
  2.9903e-01   3.0500e-01  -1.1914e+00  -2.1425e-05  -3.6704e-07   1.9369e-06   4.5472e-07   2.3125e-07   2.3125e-07   1.9949e+07   1.9949e+07
  4.0891e-01   4.1699e-01  -8.7854e-01  -2.1279e-05   1.0720e-07   2.2720e-06  -4.7472e-07   1.7060e-07   1.7060e-07   3.6656e+07   3.6656e+07
  5.5917e-01   5.7012e-01  -5.6569e-01  -2.0794e-05   8.0652e-08   2.1937e-06   2.0092e-07   1.2569e-07   1.2569e-07   6.7531e+07   6.7531e+07
  7.6465e-01   7.7949e-01  -2.5282e-01  -2.0835e-05  -1.3877e-08   2.0363e-06  -2.2549e-08   9.2912e-08   9.2912e-08   1.2358e+08   1.2358e+08
  1.0456e+00   1.0658e+00   6.0041e-02  -2.0630e-05   8.5822e-08   2.1724e-06  -1.0107e-08   6.8858e-08   6.8858e-08   2.2500e+08   2.2500e+08
  1.4299e+00   1.4577e+00   3.7323e-01  -2.0358e-05   8.8031e-08   2.0598e-06   3.8802e-08   5.0979e-08   5.0979e-08   4.1050e+08   4.1050e+08
  1.9553e+00   1.9935e+00   6.8630e-01  -1.9937e-05   2.1092e-07   2.2189e-06   1.6037e-07   3.7652e-08   3.7652e-08   7.5253e+08   7.5253e+08
  2.6738e+00   2.7261e+00   9.9924e-01  -1.9602e-05   1.0937e-07   2.1988e-06   1.1520e-07   2.7791e-08   2.7791e-08   1.3813e+09   1.3813e+09
  3.6564e+00   3.7278e+00   1.3122e+00  -1.9240e-05   9.7819e-08   2.1193e-06   1.0499e-07   2.0540e-08   2.0540e-08   2.5287e+09   2.5287e+09
  5.0000e+00   5.0972e+00   1.6250e+00  -1.8980e-05   5.5959e-08   2.0323e-06   1.3648e-07   1.5200e-08   1.5200e-08   4.6177e+09   4.6177e+09
  6.8373e+00   6.9698e+00   1.9379e+00  -1.8422e-05   6.3734e-08   2.0734e-06   6.2744e-08   1.1268e-08   1.1268e-08   8.4028e+09   8.4028e+09
  9.3499e+00   9.5409e+00   2.2519e+00  -1.7293e-05  -6.0787e-09   2.1007e-06   1.4368e-07   8.2980e-09   8.2980e-09   1.5494e+10   1.5494e+10
  1.2786e+01   1.3027e+01   2.5633e+00  -1.5836e-05  -2.4873e-07   2.0690e-06   1.4781e-08   6.1655e-09   6.1655e-09   2.8066e+10   2.8066e+10
  1.7484e+01   1.7819e+01   2.8765e+00  -1.3959e-05  -4.3486e-07   1.8762e-06   5.8342e-09   4.6296e-09   4.6296e-09   4.9776e+10   4.9776e+10
  2.3909e+01   2.4332e+01   3.1881e+00  -1.2116e-05  -7.3666e-07   1.6847e-06  -4.4363e-09   3.4999e-09   3.4999e-09   8.7096e+10   8.7096e+10
  3.2695e+01   3.3251e+01   3.5004e+00  -9.6850e-06  -9.4323e-07   1.7154e-06   2.0521e-08   2.6875e-09   2.6875e-09   1.4771e+11   1.4771e+11
  4.4709e+01   4.5403e+01   3.8118e+00  -6.8925e-06  -1.1379e-06   1.7382e-06   1.2712e-07   2.1159e-09   2.1159e-09   2.3830e+11   2.3830e+11
  6.1138e+01   6.1942e+01   4.1224e+00  -4.6367e-06  -1.3872e-06   1.5452e-06  -3.5719e-07   1.7329e-09   1.7329e-09   3.5528e+11   3.5528e+11
  8.3604e+01   8.4287e+01   4.4304e+00  -4.7322e-06  -2.7710e-06   1.6096e-06  -1.1619e-06   1.5217e-09   1.5217e-09   4.6071e+11   4.6071e+11
  1.1433e+02   1.1565e+02   4.7466e+00  -3.2214e-06  -9.0337e-07   1.4077e-06  -7.9843e-07   1.4073e-09   1.4073e-09   5.3865e+11   5.3865e+11
  1.5634e+02   1.5922e+02   5.0665e+00  -9.0465e-07   3.2282e-07   1.0691e-06  -4.7000e-07   1.1013e-09   1.1013e-09   8.7959e+11   8.7959e+11
  2.1379e+02   2.1794e+02   5.3805e+00  -4.8554e-07  -2.1407e-07   1.3082e-06  -3.1517e-07   8.2916e-10   8.2916e-10   1.5518e+12   1.5518e+12
