## {'coords': 'spherical', 'metric': 'Euclidean', 'sep_units': 'arcmin', 'bin_type': 'Log'}
#   r_nom       meanr       meanlogr       xip          xim         xip_im       xim_im     sigma_xip    sigma_xim      weight       npairs   
  1.1694e-01   1.1929e-01  -2.1301e+00   5.6321e-04  -6.5819e-07   2.7334e-08   1.2949e-07   1.6666e-07   1.6666e-07   7.1469e+07   7.1469e+07
  1.5991e-01   1.6316e-01  -1.8170e+00   5.6112e-04   3.4095e-08   5.2719e-08   8.9170e-07   1.2219e-07   1.2219e-07   1.3296e+08   1.3296e+08
  2.1867e-01   2.2306e-01  -1.5043e+00   5.6088e-04  -8.9521e-07   2.8559e-07  -3.8337e-07   8.9901e-08   8.9901e-08   2.4561e+08   2.4561e+08
  2.9903e-01   3.0506e-01  -1.1912e+00   5.6068e-04  -1.5271e-07   4.6992e-07   6.4770e-10   6.6022e-08   6.6022e-08   4.5539e+08   4.5539e+08
  4.0891e-01   4.1714e-01  -8.7818e-01   5.5943e-04  -4.4788e-08   6.9886e-07   1.8678e-07   4.8434e-08   4.8434e-08   8.4618e+08   8.4618e+08
  5.5917e-01   5.7036e-01  -5.6528e-01   5.5710e-04  -4.0838e-07   1.0465e-06  -1.1617e-07   3.5521e-08   3.5521e-08   1.5733e+09   1.5733e+09
  7.6465e-01   7.7990e-01  -2.5234e-01   5.5385e-04  -1.9688e-07   1.3422e-06  -1.4410e-07   2.6077e-08   2.6077e-08   2.9192e+09   2.9192e+09
  1.0456e+00   1.0664e+00   6.0589e-02   5.4975e-04  -4.5522e-07   1.7859e-06  -3.4052e-07   1.9149e-08   1.9149e-08   5.4137e+09   5.4137e+09
  1.4299e+00   1.4582e+00   3.7352e-01   5.4584e-04  -5.6070e-07   2.4299e-06  -6.7103e-07   1.4076e-08   1.4076e-08   1.0019e+10   1.0019e+10
  1.9553e+00   1.9941e+00   6.8646e-01   5.4226e-04  -6.8077e-07   3.3864e-06  -6.5091e-07   1.0353e-08   1.0353e-08   1.8520e+10   1.8520e+10
  2.6738e+00   2.7269e+00   9.9944e-01   5.3707e-04  -5.8629e-07   4.7914e-06  -7.5335e-07   7.6145e-09   7.6145e-09   3.4236e+10   3.4236e+10
  3.6564e+00   3.7288e+00   1.3124e+00   5.2938e-04  -4.8720e-07   6.3520e-06  -5.6747e-07   5.6014e-09   5.6014e-09   6.3267e+10   6.3267e+10
  5.0000e+00   5.0987e+00   1.6253e+00   5.1751e-04  -6.0984e-08   8.2994e-06  -4.2177e-07   4.1257e-09   4.1257e-09   1.1662e+11   1.1662e+11
  6.8373e+00   6.9716e+00   1.9381e+00   5.0165e-04   1.7119e-07   1.0437e-05  -3.0443e-07   3.0434e-09   3.0434e-09   2.1431e+11   2.1431e+11
  9.3499e+00   9.5366e+00   2.2514e+00   4.8177e-04   4.0134e-07   1.2517e-05  -4.1131e-07   2.2405e-09   2.2405e-09   3.9543e+11   3.9543e+11
  1.2786e+01   1.3031e+01   2.5636e+00   4.5499e-04   2.0329e-06   1.4569e-05   4.7916e-07   1.6594e-09   1.6594e-09   7.2085e+11   7.2085e+11
  1.7484e+01   1.7818e+01   2.8765e+00   4.1448e-04   3.3753e-06   1.7752e-05   1.2217e-06   1.2392e-09   1.2392e-09   1.2926e+12   1.2926e+12
  2.3909e+01   2.4345e+01   3.1886e+00   3.6107e-04   4.8403e-06   2.2109e-05   2.7367e-06   9.3178e-10   9.3178e-10   2.2863e+12   2.2863e+12
  3.2695e+01   3.3268e+01   3.5008e+00   3.0023e-04   8.9065e-06   2.7685e-05   5.0452e-06   7.1003e-10   7.1003e-10   3.9374e+12   3.9374e+12
  4.4709e+01   4.5437e+01   3.8125e+00   2.4505e-04   1.1780e-05   2.8740e-05   7.1592e-06   5.5270e-10   5.5270e-10   6.4980e+12   6.4980e+12
  6.1138e+01   6.2024e+01   4.1237e+00   2.1215e-04   8.9737e-06   1.5502e-05   4.5555e-06   4.4372e-10   4.4372e-10   1.0082e+13   1.0082e+13
  8.3604e+01   8.4639e+01   4.4346e+00   2.2690e-04   1.2053e-05  -4.2561e-06  -7.1208e-06   3.7040e-10   3.7040e-10   1.4469e+13   1.4469e+13
  1.1433e+02   1.1623e+02   4.7517e+00   2.0490e-04  -3.0347e-06   2.7725e-05  -3.6118e-06   3.0723e-10   3.0723e-10   2.1030e+13   2.1030e+13
  1.5634e+02   1.5882e+02   5.0640e+00   1.3285e-04  -4.0539e-06   1.6492e-06   3.9010e-06   2.3854e-10   2.3854e-10   3.4884e+13   3.4884e+13
  2.1379e+02   2.1684e+02   5.3753e+00   1.3560e-04  -3.8596e-06   5.4475e-06   4.2255e-06   1.9554e-10   1.9554e-10   5.1915e+13   5.1915e+13
